imo,name,ship_type,fuel_kg_per_nm_consumption,c02_kg_per_nm_emissions
9046356,CITY OF SUNDERLAND,Vehicle carrier,34.84,111.69
9046368,CITY OF BARCELONA,Vehicle carrier,34.56,110.79
9046502,DOLE AMERICA,Refrigerated cargo carrier,96.85,302.97
9046514,DOLE EUROPA,Refrigerated cargo carrier,99.11,310.02
9046526,DOLE ASIA,Refrigerated cargo carrier,97.17,304.01
9046538,DOLE AFRICA,Refrigerated cargo carrier,95.47,298.6
9047245,LAGOON PHOENIX,Refrigerated cargo carrier,59.91,187.33
9047257,CAPELLA,Refrigerated cargo carrier,76.25,238.46
9047269,CASSIOPEA,Refrigerated cargo carrier,68.08,213.09
9047271,BAY PHOENIX,Refrigerated cargo carrier,59.16,185.08
9047491,BOW FLOWER,Chemical tanker,91.15,285.03
9047518,BOW CLIPPER,Chemical tanker,123.95,390.66
9047764,BOW FAGUS,Chemical tanker,100.17,313.92
9048471,ALTINIA,Ro-ro ship,52.48,164.6
9048914,NORDLYS,Ro-pax ship,71.25,228.44
9050137,ORIANA,Passenger ship,282.41,886.32
9050618,KALLISTE,Ro-pax ship,158.84,495.55
9050814,MARION DUFRESNE,Other ship types,82.22,263.6
9050826,PAGLIA ORBA,Ro-pax ship,170.01,531.75
9051284,CALEDONIAN ISLES,Ro-pax ship,64.22,205.88
9051375,COUGAR ACE,Vehicle carrier,89.52,279.51
9051478,MSC JEMIMA,Container ship,101.08,315.22
9051492,MSC NILGUN,Container ship,126.58,395.2
9051791,COLD STREAM,Refrigerated cargo carrier,75.86,236.74
9051818,PEARL ACE,Vehicle carrier,94.27,295.76
9053658,REGAL BAY,Refrigerated cargo carrier,65.44,204.17
9053919,URANUS,General cargo ship,45.82,143.44
9055709,FEGULUS,Refrigerated cargo carrier,71.88,224.03
9056583,NORBANK,Ro-pax ship,161.39,503.81
9056595,NORBAY,Ro-pax ship,172.98,539.79
9057123,ORANGE WAVE,Refrigerated cargo carrier,73.91,231.49
9057173,MSC AGATA,Container ship,106.5,332.51
9058995,OSLOFJORD,Ro-pax ship,99.05,317.54
9059602,ALBEMARLE ISLAND,Refrigerated cargo carrier,96.32,303.35
9059614,BARRINGTON ISLAND,Refrigerated cargo carrier,114.19,360.67
9059626,CHARLES ISLAND,Refrigerated cargo carrier,124.47,389.9
9059638,DUNCAN ISLAND,Refrigerated cargo carrier,179.47,567.73
9059640,HOOD ISLAND,Refrigerated cargo carrier,117.61,371.4
9060649,MSC MONICA,Container ship,115.59,362.74
9062960,MSC KERRY,Container ship,152.29,474.55
9062984,MSC HINA,Container ship,115.71,362.12
9064126,SEVEN SEAS NAVIGATOR,Passenger ship,195.17,614.1
9064267,THOMAS MAERSK,Container ship,93.74,292.19
9064384,MAERSK TAASINGE,Container ship,101.31,315.97
9064396,CLAES MAERSK,Container ship,107.12,334.71
9064401,CECILIE MAERSK,Container ship,112.08,349.02
9064748,MSC LARA,Container ship,162.38,506.29
9064750,MSC ELEONORA,Container ship,133.98,420.77
9065405,SCHELDE HIGHWAY,Vehicle carrier,43.35,136.39
9065417,WESER HIGHWAY,Vehicle carrier,42.28,135.02
9065443,MSC ROSSELLA,Container ship,158.33,496.49
9066760,BARBARA (Bulk carrier),Bulk carrier,67.8,211.98
9070072,CORAL PAVONA,Gas carrier,64.19,204
9070448,INDEPENDENCE II,Vehicle carrier,106.57,335.92
9070620,MARELLA DISCOVERY 2,Passenger ship,336.84,1055.48
9070632,MARELLA DISCOVERY,Passenger ship,322.9,1033.34
9071569,STAR HIDRA,General cargo ship,100.35,314.5
9071650,AREL 1,Bulk carrier,44.14,138.05
9073062,MSC SOPHIE,Container ship,168.61,528.34
9073385,FRIO SHINANO,Refrigerated cargo carrier,75.84,237.12
9073402,NOR CAPE,Refrigerated cargo carrier,46.49,145.46
9074042,MSC MESSINA,Container ship,192.54,602.99
9074078,SAGA WIND,General cargo ship,85.59,267.48
9074420,MARINEX,Chemical tanker,90.68,283.53
9075709,HOEGH TRIDENT,Vehicle carrier,112.14,351.87
9075711,HOEGH TROOPER,Vehicle carrier,130.74,410.18
9077082,KITE ARROW,General cargo ship,114.65,359.59
9077898,WADI ALARISH,Bulk carrier,101.74,318.63
9078282,FRIO ANTWERP,Refrigerated cargo carrier,79.25,247.73
9078830,PEGASUS HIGHWAY,Vehicle carrier,95.34,298.78
9078842,ARCADIA HIGHWAY,Vehicle carrier,96.85,303.76
9079119,HARDANGER,General cargo ship,100.46,313.69
9079121,HERANGER,General cargo ship,105.5,329.6
9079157,NORDIC BOTHNIA,Bulk carrier,93.4,293.31
9079169,NORDIC BARENTS,Bulk carrier,90.03,283.95
9080015,CIUDAD DE MALAGA,Ro-pax ship,203.68,642.81
9080297,RESOLVE,Vehicle carrier,89.17,280.81
9081289,QAMUTIK,General cargo ship,63.77,200.5
9081291,EEMSGRACHT,General cargo ship,62.29,195.24
9081306,MITIQ,General cargo ship,85.99,269.23
9081318,EGELANTIERSGRACHT,General cargo ship,59.68,186.88
9081320,EGMONDGRACHT,General cargo ship,75.59,236.82
9081332,ELANDSGRACHT,General cargo ship,56.63,177.68
9081368,ERASMUSGRACHT,General cargo ship,60.6,189.43
9081370,EDAMGRACHT,General cargo ship,74.43,233.26
9081588,VOLCAN DE TAUCE,Ro-pax ship,85.16,266.7
9081679,FRIO HELLENIC,Refrigerated cargo carrier,96.53,302.64
9081801,HOSANGER,General cargo ship,106.04,330.83
9081992,PAKSOY-1,General cargo ship,37.31,116.47
9082609,ELMA,Bulk carrier,64.74,202.66
9082623,VENTO,Bulk carrier,69.99,218.18
9082881,CITY OF DUBROVNIK,Bulk carrier,71.52,222.71
9082934,DON JUAN (Vehicle carrier),Vehicle carrier,106.15,333.21
9083043,SPICA,Container ship,75.82,236.63
9083055,MONTE BRASIL,Container ship,64.97,203.05
9083902,ATLAS WAVE,General cargo ship,48.02,150.11
9084229,SENSEI,Bulk carrier,59.04,186.09
9084255,INCHCAP,Bulk carrier,62.27,194.86
9085479,COOL EXPRESO,Refrigerated cargo carrier,59.08,184.97
9085675,BERNA,Bulk carrier,58.06,181.35
9085895,MILOU,Bulk carrier,47.62,149.19
9085974,ISLE OF LEWIS,Ro-pax ship,74.7,239.48
9086253,EUROGRACHT,General cargo ship,62.78,197.23
9086318,A RACER,Bulk carrier,81.13,253.3
9086320,OCEAN SPIRIT (General cargo ship),General cargo ship,50.98,160.21
9086526,RAZONI,Bulk carrier,72.18,225.86
9086538,PANTANASSA,Bulk carrier,77.62,243.41
9086588,SKANIA,Ro-pax ship,145.24,457.66
9086590,MEGA EXPRESS FOUR,Ro-pax ship,218.23,680.58
9086796,GODAFOSS,Container ship,118.81,377.46
9086801,DETTIFOSS,Container ship,138.77,440.8
9087013,BOW CEDAR,Chemical tanker,85.71,269.65
9087025,BOW JUBAIL,Chemical tanker,112.03,351.63
9087116,REGAL STAR,Ro-pax ship,91.71,290.26
9087350,SCA OBBOLA,Ro-ro ship,82.55,257.34
9087362,SCA OSTRAND,Ro-ro ship,81.39,253.73
9087374,SCA ORTVIKEN,Ro-ro ship,79.86,248.91
9087465,NILS DACKE,Ro-pax ship,138.55,431.49
9087477,ROBIN HOOD,Ro-pax ship,129.58,408.33
9088237,HOEGH KUNSAN,Vehicle carrier,121.68,382.04
9088249,HOEGH INCHON,Vehicle carrier,92.24,290.28
9088859,GIROLATA,Ro-pax ship,160.41,501.01
9100073,HOYANGER,General cargo ship,104.93,327.18
9100267,FANTASTIC,Ro-pax ship,189.12,589.65
9102069,STOLT INNOVATION,Chemical tanker,134.73,422.11
9102071,STOLT CONFIDENCE,Chemical tanker,142.08,445.11
9102083,STOLT INSPIRATION,Chemical tanker,134.51,421.8
9102095,STOLT CREATIVITY,Chemical tanker,133.33,418.11
9102100,STOLT INVENTION,Chemical tanker,140.16,438.75
9102112,STOLT EFFICIENCY,Chemical tanker,115.92,362.54
9102710,MSC MEDITERRANEAN,Container ship,134.07,420.35
9102722,MSC CANBERRA,Container ship,111.69,350.26
9102746,MSC DON GIOVANNI,Container ship,122.78,385.57
9102928,BOW ATLANTIC,Chemical tanker,65.37,204.86
9103130,STAR HARMONIA,General cargo ship,89.03,277.88
9103350,MEDKON GEMLIK,General cargo ship,51.55,160.63
9103362,MEDKON SINOP,General cargo ship,53.79,167.75
9103374,MEDKON IZMIR,General cargo ship,53.11,165.59
9103398,GASCHEM WESER,Gas carrier,51.69,161.65
9103685,MSC  BRIANNA,Container ship,209.53,658.09
9103843,NICOS I.V.,Chemical tanker,137.87,431.47
9104110,PETER S,Bulk carrier,110.67,347.01
9104263,SEA AMAZON,Ro-ro ship,67.52,211.31
9104562,ALI M,Bulk carrier,88.36,275.94
9104586,GLYFADA,Bulk carrier,88.03,274.67
9104811,SAKAR,Bulk carrier,83.16,260.66
9104835,RHAPSODY,Ro-pax ship,286.65,895.72
9105114,NINA VICTORY,Chemical tanker,99.97,314.64
9106297,MARELLA EXPLORER,Passenger ship,339.7,1063.44
9106302,MEIN SCHIFF HERZ,Passenger ship,355.3,1110.92
9106443,TANGER A,Container ship,75.95,237.78
9106467,CASABLANCA A,Container ship,83.83,261.84
9106479,MED CORLU,Container ship,75.96,236.99
9106493,MED DENIZLI,Container ship,83.22,259.57
9106974,LADY JASMIN,General cargo ship,46.9,146.94
9106986,LADY LEYLA,General cargo ship,48.29,151.14
9107306,PINE ARROW,General cargo ship,111.7,348.43
9107679,ANTON TOPIC,Bulk carrier,96.46,301.1
9107681,WADI ALARAB,Bulk carrier,115.37,362.77
9107772,NORDKAPP,Ro-pax ship,73.49,235.6
9107784,NORDNORGE,Ro-pax ship,66.86,214.37
9107796,POLARLYS,Ro-pax ship,71.74,230.01
9107887,MAERSK KAWASAKI,Container ship,202.76,633.16
9107899,CAN YUCEL,Bulk carrier,53.5,167.38
9108063,PIRITA,Container ship,53.45,168.55
9108128,LISBON EXPRESS,Container ship,141.69,445.49
9108130,VALENCIA EXPRESS,Container ship,137.1,432.37
9108350,POLONIA,Ro-pax ship,122.54,386.11
9108398,PARIS JR,Container ship,84.57,263.92
9108556,EUROFERRY MALTA,Ro-pax ship,89.56,283.32
9108568,EUROCARGO NAPOLI,Ro-ro ship,73.54,232.2
9108740,BERGSTRAUM,Chemical tanker,52.49,165.86
9109031,COSTA VICTORIA,Passenger ship,274,858.88
9109536,IDA,Bulk carrier,62.61,197.43
9109548,OLGA,Bulk carrier,77.83,246.38
9109550,SUKRET,Bulk carrier,63.65,200.21
9109768,TARIQ IBN ZIYAD,Ro-pax ship,222.33,701.64
9110016,SUPERFERRY,Ro-pax ship,88.46,275.74
9110315,SANN  TRO,Bulk carrier,55.49,173.65
9110339,MUSTAFA BEY,Bulk carrier,88.68,277.99
9110377,MSC SAMANTHA,Container ship,222.39,694.38
9110389,MSC KATYAYNI,Container ship,255.34,797.72
9110391,MSC DYMPHNA,Container ship,207.11,645.94
9110913,FEDERAL SAGUENAY,Bulk carrier,75.56,237.03
9110925,FEDERAL RHINE,Bulk carrier,75.07,237.07
9111357,BOSPHORUS KING,Bulk carrier,63.23,198.27
9111486,ZAGORA,Container ship,84.05,262.68
9112040,IVAN,Ro-ro ship,50.8,160.32
9112117,CHAMPION TIDE,Chemical tanker,108.34,340.08
9112296,MILAN EXPRESS,Container ship,136.65,430.6
9112351,ANGORA,Bulk carrier,63.97,199.46
9112466,MN TOUCAN,Ro-ro ship,59.33,186.26
9112765,KATTEGAT,Ro-pax ship,99.04,308.92
9112777,TANGER EXPRESS,Ro-pax ship,89.27,278.29
9112789,AIDACARA,Passenger ship,180.21,571.6
9113018,PASILA,General cargo ship,55.09,173.66
9113381,SYMPHONY,Other ship types,74.52,236.71
9113410,HARVEST MOON,Bulk carrier,83.86,262
9113446,MSC CLAUDIA,Container ship,95.72,300.23
9113719,ALONDRA,Other ship types,43.82,138.83
9113850,NANA LEEN,Bulk carrier,66.64,208.19
9114232,BOW FAITH,Chemical tanker,90.46,283.2
9114244,BOW CARDINAL,Chemical tanker,84.23,265
9114347,MEDKON RIZE,General cargo ship,56.45,176.05
9114464,LADY HIND,Bulk carrier,75.51,236.04
9114543,AMAL T,Bulk carrier,48.39,151.46
9114608,MARSHAL Z,Oil tanker,271.81,847.08
9114969,SAPPHIRE,Chemical tanker,80.1,256.81
9116084,SU,General cargo ship,44.69,140.15
9116369,MSC SENA,Container ship,129.54,406.36
9116448,GLORY OCEAN,Other ship types,72.42,228.01
9116527,GLORY SKY,Bulk carrier,75.86,237.33
9116591,EVER UNISON,Container ship,191.27,596.17
9116606,EVER UNIQUE,Container ship,173.67,541.43
9116864,RHAPSODY OF THE SEAS,Passenger ship,293.61,916.64
9116876,VISION OF THE SEAS,Passenger ship,297.08,929.82
9117416,LITA,Bulk carrier,62.3,196.74
9117739,SAGA MONAL,General cargo ship,105.13,328.38
9117832,AMANO-T,Bulk carrier,75.77,237.11
9117985,COMMODORE GOODWILL,Ro-ro ship,74.5,238.84
9118147,FEDERAL SCHELDE,Bulk carrier,78.09,246.37
9118238,MARPESSA,Bulk carrier,53.96,168.56
9118252,WAFAA M,Bulk carrier,46.18,144.42
9118496,CHRISTINA (Chemical tanker),Chemical tanker,51.71,163.14
9118678,ELEFSIS,Bulk carrier,174.94,545.38
9119086,SANGITA,Bulk carrier,54.25,170.04
9119397,HELLIAR,Ro-ro ship,72.61,232.78
9119402,CLIPPER RANGER,Ro-ro ship,85.92,269.3
9119414,ARROW,Ro-ro ship,83.93,267.28
9119426,HILDASAY,Ro-ro ship,71.71,229.89
9119907,PRINCESS RAWYA,General cargo ship,37.82,118.18
9119995,HARVEST RISING,Bulk carrier,88.93,279.8
9120205,SIERRA LARA,Refrigerated cargo carrier,56.62,177.98
9120217,SIERRA LOBA,Refrigerated cargo carrier,46.33,144.87
9120243,BANDIRMA,Chemical tanker,41.36,129.25
9120334,HARMEN OLDENDORFF,Bulk carrier,109.37,347.09
9120384,VARNA,Other ship types,80.86,252.69
9121273,ENDURANCE (Vehicle carrier),Vehicle carrier,151.85,474.53
9121297,SAGA HORIZON,General cargo ship,89.16,277.9
9121625,STENA SCOTIA,Ro-ro ship,102.12,320.08
9121637,STENA HIBERNIA,Ro-ro ship,97.84,306.61
9121912,LAIME,General cargo ship,69.27,220.26
9122007,BORE BAY,Container/ro-ro cargo ship,93.21,291.54
9122552,ROTTERDAM,Passenger ship,247.63,772.96
9122655,DON CARLOS,Vehicle carrier,125.09,391.98
9122930,GLOVIS CORONA,Vehicle carrier,113.67,355.48
9122954,ASIAN PARADE,Ro-ro ship,136.11,425.01
9122966,ASIAN VISION,Ro-ro ship,128.78,403.08
9123166,MSC ALABAMA,Container ship,150.87,472.49
9123702,BEREKET,Bulk carrier,58.79,184.81
9123788,MONTE DA GUIA,Container ship,61.92,193.32
9123960,AYLA,Bulk carrier,75.7,237.01
9124471,STOLT PERSEVERANCE,Chemical tanker,117.59,367.65
9124782,DERIBAS,Bulk carrier,80.8,252.35
9125217,PRINCE HADI,General cargo ship,69.77,217.97
9125229,PRINCE FAROUK,General cargo ship,79.94,250.74
9125279,NORMANNA,Oil tanker,75.45,237.99
9125372,CELESTINE,Ro-ro ship,101.85,320.92
9125384,CLEMENTINE,Ro-ro ship,97.73,308.35
9125877,HAN ZHI,General cargo ship,45.42,141.9
9125889,HAN XIN,General cargo ship,49.28,154.19
9125944,STENA JUTLANDICA,Ro-pax ship,146.22,461.8
9126223,LAURA (General cargo ship),General cargo ship,58.82,183.48
9126235,HJORDIS,General cargo ship,60.06,187.47
9126247,MARJATTA,General cargo ship,55.44,172.97
9126297,HONOR,Vehicle carrier,81.11,255.01
9126429,KEREM,Bulk carrier,89.68,280.45
9126742,ROZA A,Container ship,68.34,213.27
9126754,TOMRIZ A,Container ship,63.99,199.69
9126766,CORELLI,Container ship,68.13,212.68
9126807,DISNEY MAGIC,Passenger ship,400.49,1270.67
9126924,LEYLA KALKAVAN,Container ship,86.25,269.69
9127007,JAGUAR (Container ship),Container ship,90.86,284.02
9127021,AVRA MITERAS,Container ship,100.42,315.22
9127136,WADI ALKARNAK,Bulk carrier,114.33,357.53
9127459,ALLEGRI,Container ship,71.22,222.2
9127667,CHAMPION TRADER,Chemical tanker,109.32,341.75
9127928,SIERRA QUEEN,Refrigerated cargo carrier,62.07,194.61
9128049,CROWN GARNET,Refrigerated cargo carrier,68.77,214.49
9128051,CROWN JADE,Refrigerated cargo carrier,73.22,228.26
9128063,CROWN OPAL,Refrigerated cargo carrier,72.09,225.51
9128075,LUCKY TRADER (Bulk carrier),Bulk carrier,63.16,197.22
9128104,LOLO GATE,Bulk carrier,75.51,236.34
9129029,VICTORIA (Bulk carrier),Bulk carrier,87.45,273.83
9129263,BALTIC BRIGHT,Ro-ro ship,54.74,175.49
9129469,ATLANTIC COAST,Container ship,57.35,180.91
9129586,MONT VENTOUX,Ro-ro ship,88.31,275.42
9129598,ARK FUTURA,Ro-ro ship,86.72,270.72
9129706,FREEDOM,Vehicle carrier,75.37,237.64
9130327,BFP GALAXY,Container ship,93.8,294.16
9130339,BFP MELODY,Container ship,68.51,214.91
9130432,BF FORTALEZA,Container ship,57.19,178.3
9130585,UNI-ASSENT,Container ship,96.73,302.48
9130597,UNI-ASSURE,Container ship,102.65,320.79
9130937,GRANDE AMERICA,Container/ro-ro cargo ship,125.35,393.69
9130949,GRANDE AFRICA,Container/ro-ro cargo ship,121.25,380.46
9130951,GRANDE ATLANTICO,Container/ro-ro cargo ship,137.31,430.79
9131096,HAPPY BEAR,Gas carrier,51.59,162.9
9131101,JOTAGAS,Gas carrier,47.43,150.09
9131515,EUROCARGO TRIESTE,Ro-ro ship,214,668.46
9131527,EUROCARGO PATRASSO,Ro-ro ship,160.62,501.76
9131797,MECKLENBURG-VORPOMMERN,Ro-pax ship,140.81,444.04
9131943,AUTOPREMIER,Vehicle carrier,37.89,121.49
9131955,AUTOPRIDE,Vehicle carrier,62.62,200.76
9131967,AUTOPROGRESS,Vehicle carrier,65.28,206.74
9131993,SC CONNECTOR,Ro-ro ship,64.34,206.26
9132002,FINNCARRIER,Ro-ro ship,117.89,367.69
9132014,FINNMASTER,Ro-ro ship,105.84,330.43
9132507,QUEEN SARA,General cargo ship,51.02,159.34
9132519,YUNUS EMRE,Bulk carrier,55.09,171.92
9133915,SKANE,Ro-pax ship,165.69,522.47
9134139,SVEN,Container ship,63.48,198.28
9134490,MSC JANIS 3,Container ship,117.77,371.04
9135262,ARIADNE (Ro-pax ship),Ro-pax ship,184.75,582.84
9135547,MARILINE,Chemical tanker,84.92,265.6
9135638,MSC JEANNE,Container ship,150.26,468.5
9135822,SIERRA LEYRE,Refrigerated cargo carrier,42.69,133.22
9136034,LIVERPOOL SEAWAYS,Ro-pax ship,102.74,321.09
9136228,BAL BOAN,Container ship,86.99,274.76
9136539,AT 27,Bulk carrier,67.51,211.06
9136931,BRAVE COMMANDER,Bulk carrier,57.36,180.4
9136955,HARVEST LEGEND,Bulk carrier,94.36,294.72
9136967,VIKING PRINCESS,Vehicle carrier,34.92,109.64
9137234,KAPITAN SHYRIAGIN,General cargo ship,20.64,66.18
9137997,ROSALIND FRANKLIN,Ro-pax ship,206.8,647.28
9138006,VIZZAVONA,Ro-pax ship,174.07,543.86
9138276,PANTHER,Container ship,146.01,455.14
9138305,MONEMVASIA,Container ship,129.77,405.45
9138329,HAMBURG,Passenger ship,97.3,309.38
9138343,BF LUCIA,Container ship,51.13,159.46
9138355,K-RIVER,Container ship,51.12,159.36
9138381,GRANDE EUROPA,Container/ro-ro cargo ship,125.36,393.04
9138393,GRANDE MEDITERRANEO,Container/ro-ro cargo ship,126.56,397.01
9138408,AIGRAN D,Chemical tanker,75.29,236.07
9138410,REPUBBLICA ARGENTINA,Container/ro-ro cargo ship,138.42,432.2
9138422,REPUBBLICA DEL BRASILE,Container/ro-ro cargo ship,138.89,433.53
9138446,MILOS (Bulk carrier),Bulk carrier,57.54,180.53
9138513,DON PASQUALE,Vehicle carrier,112.26,351.76
9138525,DON QUIJOTE,Vehicle carrier,114.42,357.6
9138616,AMAZON (Bulk carrier),Bulk carrier,56.33,176.7
9138783,MSC BRIDGE,Ro-ro ship,172.45,540.03
9138898,IKARIA ISLAND,Bulk carrier,81.55,255.25
9139256,EDFU,Bulk carrier,78.95,247.62
9139268,ESNA,Bulk carrier,109.4,342.49
9139294,HAPPY RIVER,General cargo ship,83.73,262.88
9139309,HAPPY ROVER,General cargo ship,75.38,236.24
9139311,HAPPY RANGER,General cargo ship,78.46,246.18
9139634,WATERMARK ST. GEORGE,Container ship,75.31,234.84
9140360,MERIDIAN,Bulk carrier,71,221.92
9141065,NORWEGIAN SPIRIT,Passenger ship,637.1,1988.49
9141118,MS WEGA,Container ship,83.25,260.26
9141235,BISCAYNE LIGHT,Bulk carrier,56.84,178.94
9141297,MSC ROCHELLE,Container ship,206.3,645.93
9141780,MSC GIANNINA,Container ship,112.22,350.57
9141792,CIELO DI RABAT,Container ship,100.23,313.07
9141807,DEUTSCHLAND (Passenger ship),Passenger ship,139.38,442.23
9141912,HILAL BEY,General cargo ship,41.49,130.14
9142162,EVER DELIGHT,Container ship,147.91,464.1
9142459,ULYSSE,Ro-ro ship,122.3,381.19
9142461,SALAMMBO,Ro-ro ship,121.04,377.25
9142514,MEDEMBORG,General cargo ship,48.64,154.91
9142540,BOZOK,General cargo ship,49.78,156.31
9142552,MERWEBORG,General cargo ship,37.28,117.62
9142564,ARNE,General cargo ship,52.68,166.48
9142605,ISLE OF INISHMORE,Ro-pax ship,199.31,620.95
9143099,BALTIC PURPLE,Refrigerated cargo carrier,81.14,252.83
9143219,BOW CECIL,Chemical tanker,99.08,311.39
9143441,EXCELLENT (Ro-pax ship),Ro-pax ship,202.78,631.97
9143506,HAPPY BEE,Gas carrier,60.24,190.3
9143544,KOBE EXPRESS,Container ship,179.66,561.11
9143556,DUSSELDORF EXPRESS,Container ship,166.69,521.06
9143568,LONDON EXPRESS,Container ship,203.69,635.81
9143697,CHAMPION EXPRESS,Chemical tanker,112.15,351.87
9143702,GRAN BRETAGNA,Container/ro-ro cargo ship,110.61,347.25
9143752,EASTERN BAY,Refrigerated cargo carrier,82.59,257.55
9143855,OUED ZIZ,Container ship,68.79,210.71
9143879,OKEE LILO,Container ship,105.26,328.71
9143972,WEC BRUEGHEL,Container ship,60.38,188.38
9144043,OMEGA,Bulk carrier,83.19,259.27
9144055,LUCKY SPIRIT,Bulk carrier,88.63,277.08
9144134,MIRO,Container ship,108.38,339.42
9144251,LYSVIK SEAWAYS,General cargo ship,54.17,173.5
9144263,LYSBRIS SEAWAYS,General cargo ship,59.29,185.19
9144354,SAGA SKY,General cargo ship,85.46,266.75
9144392,EMU ARROW,General cargo ship,103.89,323.53
9144419,PRINS RICHARD,Ro-pax ship,82.83,258.06
9144421,PRINSESSE BENEDIKTE,Ro-pax ship,78.77,245.32
9144718,RENATE P,Container ship,84.75,264.41
9144720,BARBARA P,Container ship,82.97,258.86
9144732,VINCENZO FLORIO,Ro-pax ship,175.37,548.06
9144744,RAFFAELE RUBATTINO,Ro-pax ship,175.07,546.78
9144794,CE-NIRIIS,Oil tanker,204.86,641.24
9144811,CRUISE SMERALDA,Ro-pax ship,200.12,631.32
9145164,FINNFELLOW,Ro-pax ship,138.16,432.64
9145176,STENA GERMANICA,Ro-pax ship,186.43,523.86
9145229,TZAREVETZ,Bulk carrier,70.3,221.86
9145231,TRAPEZITZA,Bulk carrier,144.21,450.98
9145413,ICARUS III,Oil tanker,4386.05,14061.67
9145437,CASTILLO DE MONTERREAL,Oil tanker,125.11,392.35
9145645,SKADI,General cargo ship,67.92,215.37
9145786,LAPIS,Other ship types,68.68,215.34
9145982,EFI THEO,Bulk carrier,91.16,284.32
9146106,COMET (Bulk carrier),Bulk carrier,48.73,153.29
9146118,DIAMOND CANAKKALE,Bulk carrier,39.23,122.95
9146120,CEMBAY,Bulk carrier,59.05,187.34
9146314,DIAMANTIS P.,Container ship,138.18,431.95
9146613,ANNA M,Bulk carrier,91.72,286.82
9146962,GULMAR,Bulk carrier,102.89,321.3
9146974,AROSA (Bulk carrier),Bulk carrier,74.44,233.46
9147071,MSC SAO PAULO,Container ship,185.01,580.69
9147215,MED CERKEZKOY,Container ship,76.16,237.37
9147681,ANNEMIEKE,General cargo ship,84.62,265.04
9147708,GRIETJE,General cargo ship,91.81,287.2
9147710,ANNEGRET,General cargo ship,89.88,281.94
9147734,GISELA ESSBERGER,Chemical tanker,68.31,219
9147746,MIMMO IEVOLI,Chemical tanker,72.85,228.31
9147863,GABRIELA H,General cargo ship,30.4,95.68
9148025,MSC ANAHITA,Container ship,135.61,427.16
9148582,LIA IEVOLI,Chemical tanker,69.59,218.18
9149225,BERING (Chemical tanker),Chemical tanker,123.62,385.82
9149328,MSC NADRIELY,Container ship,147.3,460.66
9149378,PAOLO U,Bulk carrier,98.38,309.03
9149495,STOLT SEA,Chemical tanker,102.2,319.93
9149512,STOLT SUN,Chemical tanker,94.46,295.89
9149677,PRINCESS LAYLA,General cargo ship,60.4,188.81
9149732,AGA REIS,Other ship types,69.28,216.38
9149885,FIONA (Container ship),Container ship,108.7,339.48
9150030,HAMLET,Ro-pax ship,90.35,289.68
9150080,ROMY TRADER,Container ship,69.33,216.38
9150195,BUXHANSA,Container ship,116.75,363.61
9150315,STOLT SYPRESS,Chemical tanker,122.3,382.3
9150327,VENEZIA D,Chemical tanker,70.52,221.87
9150339,AQUARIUS ACE,Vehicle carrier,88.97,280.33
9150341,PEGASUS ACE,Vehicle carrier,76.05,239.37
9150420,INSULAR,Container ship,64.31,200.77
9150614,HAI GONG YOU 306,Oil tanker,84.82,265.31
9150743,AMINEH M.,General cargo ship,74,231.52
9150810,CARIBBEAN STAR,Refrigerated cargo carrier,98.68,309.01
9150822,COSTA RICAN STAR,Refrigerated cargo carrier,101.63,318.17
9150913,SEA PRINCESS,Ro-pax ship,319.62,1012.5
9151008,CHAMPION JET 1,Ro-pax ship,160.79,515.48
9151101,K-STREAM,Container ship,81.69,255.71
9151383,SEBAT,Bulk carrier,58.59,183.6
9151395,MACHITIS,Bulk carrier,52.45,164.89
9151515,ADASTAR,General cargo ship,50.46,157.83
